info,url,more,time
"Золатавалютныя рэзервы Беларусі выраслі ў кастрычніку на $62,1 млн",/be/news/20161104/1478256534-zolatavalyutnyya-rezervy-belarusi-vyrasli-u-kastrychniku-na-621-mln,Аб гэтым паведамілі ва ўпраўленні інфармацыі і грамадскіх сувязей Нацыянальнага банка.,04.11.2016
Вавёрка перашкодзіла галасаванню на выбарах прэзідэнта ЗША ў Агаё,/be/news/20161104/1478242475-vavyorka-perashkodzila-galasavannyu-na-vybarah-prezidenta-zsha-u-agayo,Пра гэта паведамляе тэлеканал CNN.,04.11.2016
Экспартныя цэны на некаторыя віды малочнай прадукцыі павышаны,/be/news/20161104/1478256227-ekspartnyya-ceny-na-nekatoryya-vidy-malochnay-pradukcyi-pavyshany,Пра гэта паведамілі ў Міністэрстве сельскай гаспадаркі і харчавання.,04.11.2016
"У Пуэрта-Рыка канфіскавалі амаль 1,8 тоны какаіну",/be/news/20161104/1478242681-u-puerta-ryka-kanfiskavali-amal-18-tony-kakainu,Пра гэта паведамляе Fox News Latino.,04.11.2016
Датэрміновая выплата пенсій за 7 лістапада пачалася ў Беларусі,/be/news/20161104/1478259472-daterminovaya-vyplata-pensiy-za-7-listapada-pachalasya-u-belarusi,"Такая інфармацыя размешчана на сайце РУП ""Белпошта"".",04.11.2016
У Парыжы пачалі эвакуацыю найбуйнейшага стыхійнага лагера мігрантаў,/be/news/20161104/1478259412-u-paryzhy-pachali-evakuacyyu-naybuyneyshaga-styhiynaga-lagera-migrantau,Пра гэта паведамляе AFP.,04.11.2016
Дапамогу па беспрацоўі павысяць для дзвюх катэгорый грамадзян,/be/news/20161104/1478258647-dapamogu-pa-bespracoui-pavysyac-dlya-dzvyuh-kategoryy-gramadzyan,"Аб гэтым паведаміў на ""Кастрычніцкім эканамічным форуме"" (KEF) ""Рэформы для далучальнага росту"" Алег Такун.",04.11.2016
"Памер дапамогі па доглядзе дзіцяці павялічыўся на 8,3 працэнта",/be/news/20161104/1478255828-pamer-dapamogi-pa-doglyadze-dzicyaci-pavyalichyusya-na-83-pracenta,Аб гэтым паведамілі ў Міністэрстве працы і сацыяльнай абароны.,04.11.2016
Volkswagen расследуе абвінавачванні ў катаваннях на заводзе ў Бразіліі,/be/news/20161104/1478244674-volkswagen-rassledue-abvinavachvanni-u-katavannyah-na-zavodze-u-brazilii,Расследаваннем зоймецца прафесар Крыстафер Копер з Білефельдскага ўніверсітэта ў Германіі.,04.11.2016
"Выступленнем капэлы ""Санорус"" адкрыецца фестываль ""Званы Сафіі""",/be/news/20161104/1478254035-vystuplennem-kapely-sanorus-adkryecca-festyval-zvany-safii,"Праслаўленая кантата ""Lux Aeterna"" (""Вечнае Святло"") прагучыць на ўрачыстым адкрыцці XXI Міжнароднага фестывалю арганнай музыкі ""Званы Сафii"" ў Полацку.",04.11.2016
На будаўніка нахільнага хмарачоса ў Сан-Францыска падалі ў суд,/be/news/20161104/1478244503-na-budaunika-nahilnaga-hmarachosa-u-san-francyska-padali-u-sud,"58-павярховы будынак з амбіцыйнай назвай ""Вежа тысячагоддзя"" быў узведзены ў 2008 годзе.",04.11.2016
П'яны кіроўца ўцякаў па праспекце Незалежнасці на хуткасці 200 км/ч,/be/news/20161104/1478251409-pyany-kirouca-ucyakau-pa-praspekce-nezalezhnasci-na-hutkasci-200-kmch,"Кіроўца не падпарадкаваўся патрабаванням інспектараў спыніцца і стаў хавацца, паведамілі ў ДАІ Партызанскага раёна.",04.11.2016
У турэцкім Дыярбакыры прагрымеў моцны выбух,/be/news/20161104/1478248830-u-tureckim-dyyarbakyry-pragrymeu-mocny-vybuh,"Загінуў мінімум адзін чалавек, больш за 30 паранены.",04.11.2016
ЗВР Беларусі за кастрычнік выраслі на 62 мільёны долараў,/be/news/20161104/1478246592-zvr-belarusi-za-kastrychnik-vyrasli-na-62-milyony-dolarau,"На 1 лістапада 2016 г. яны склалі 4 817,1 млн. долараў ЗША ў эквіваленце.",04.11.2016
"Сёлета ў Кітаі на будаўніцтва чыгункі выдаткавалі $80,2 млрд.",/be/news/20161104/1478245551-syoleta-u-kitai-na-budaunictva-chygunki-vydatkavali-802-mlrd,"У першыя тры кварталы 2016 года агульныя інвестыцыі ў асноўныя фонды ў чыгуначнай сферы у Кітаі склалі 542,3 млрд юаняў.",04.11.2016
Ігар Бузоўскі: Укладанні дзяржавы ў сацыяльную сферу актуальныя,/be/news/20161104/1478240151-igar-buzouski-ukladanni-dzyarzhavy-u-sacyyalnuyu-sferu-aktualnyya,Такое меркаванне выказаў намеснік кіраўніка Адміністрацыі Прэзідэнта Беларусі.,04.11.2016
Ля берагоў Лівіі затанулі два караблі з сотнямі мігрантаў на борце,/be/news/20161104/1478241776-lya-beragou-livii-zatanuli-dva-karabli-z-sotnyami-migrantau-na-borce,Прынамсі 239 мігрантаў загінулі ў выніку крушэння двух судоў недалёка ад берагоў Лівіі.,04.11.2016
Збор будыйскіх старажытнасцяў Эрмітажа будзе прадстаўлены ў Гомелі,/be/news/20161104/1478239747-zbor-budyyskih-starazhytnascyau-ermitazha-budze-pradstauleny-u-gomeli,Пра гэта паведаміла дырэктар палацавага музея Аксана Торапава.,04.11.2016
Прагноз надвор'я на 4 лістапада,/be/news/20161103/1478161044-pragnoz-nadvorya-na-4-listapada,4 лістапада ў многіх раёнах пройдзе невялікі кароткачасовы снег.,04.11.2016
Венецыя ўводзіць ліміт на колькасць турыстаў,/be/news/20161103/1478155492-venecyya-uvodzic-limit-na-kolkasc-turystau,"Магчыма, улады будуць выкарыстоўваць сістэму анлайн-браніравання наведванняў, каб кантраляваць паток іншаземцаў.",03.11.2016
"Сегмент беларускага піва за 9 месяцаў скараціўся на 0,9 %",/be/news/20161103/1478159054-segment-belaruskaga-piva-za-9-mesyacau-skaraciusya-na-09,Пры гэтым увесь рынак больш значна скарачаецца за кошт зніжэння продажу імпартнага піва.,03.11.2016
Кенгуру заскочыў у дом на колах і вырашыў прыняць ванну,/be/news/20161103/1478157982-kenguru-zaskochyu-u-dom-na-kolah-i-vyrashyu-prynyac-vannu,"Мнагадзетнаму сямейству, якое вандруе па Аўстраліі ў доме на колах, прыйшлося прыкласці сур'ёзныя намаганні для таго, каб выгнаць кенгуру, які забраўся ў іх фургон.",03.11.2016
"Беларускі музтэатр прадставіць сваю версію балета ""Лебядзінае возера""",/be/news/20161103/1478156612-belaruski-muzteatr-pradstavic-svayu-versiyu-baleta-lebyadzinae-vozera,"Беларускі дзяржаўны музычны тэатр прадставіць прэм'еру знакамітага балета ""Лебядзінае возера"" Пятра Чайкоўскага 17 і 18 лістапада.",03.11.2016
Амерыканка скрала пакінутыя дзецям на Хэлоўін прысмакі,/be/news/20161103/1478160315-amerykanka-skrala-pakinutyya-dzecyam-na-helouin-prysmaki, Асоба зламысніцы пакуль не ўстаноўлена.,03.11.2016
